,,,,,,,,,,,,,325.630526105221,
2014,Dodge,Grand Caravan,SXT,Minivan,ca,3.9,42358,blue,black,avis rac/san leandro,15350,16200,-850,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,3.9,40864,gray,black,avis corporation,15400,16500,-1100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,3,23490,black,black,enterprise holdings/gdp,16650,15000,1650,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,3,28653,white,black,enterprise holdings/gdp,16400,15250,1150,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,4,21537,black,black,enterprise holdings/gdp,16850,16250,600,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,3,26146,—,black,enterprise holdings/gdp,16450,16000,450,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,3,21492,—,black,enterprise holdings/gdp,16600,16300,300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,4.1,40862,red,black,avis corporation,15400,16500,-1100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,3,14433,blue,black,enterprise holdings/gdp,17100,17200,-100,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,3,22801,white,black,enterprise holdings/gdp,16650,17200,-550,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,R/T,Minivan,ca,3.5,37670,white,black,avis corporation,19050,19600,-550,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,4,24052,—,black,enterprise holdings/gdp,16700,15500,1200,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,3,26199,—,black,enterprise holdings/gdp,29400,15800,13600,Wed Jul 01 2015 09:30:00 GMT-0700 (PDT)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,3,25500,white,black,enterprise holdings/gdp,16500,16200,300,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,3,21545,white,black,enterprise holdings/gdp,16700,16900,-200,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,4,24951,—,black,enterprise holdings/gdp,16500,16300,200,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,3,23871,—,black,enterprise holdings/gdp,16600,15900,700,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,3,22277,white,black,enterprise holdings/gdp,16700,15000,1700,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,Minivan,ca,4.2,41206,black,black,avis corporation,15400,16600,-1200,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Dodge,Grand Caravan,SXT,Minivan,ca,,45512,silver,—,cal west motors,9925,9800,125,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2010,Dodge,Grand Caravan,SXT,Minivan,ca,1.9,120071,silver,black,"jpmorgan chase bank,n.a.",5950,4700,1250,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2010,Dodge,Grand Caravan,SXT,Minivan,ca,,93679,white,—,kia of cerritos,7350,7750,-400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Dodge,Grand Caravan,SXT,Minivan,ca,2.8,65049,blue,gray,california republic bank,8475,9400,-925,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Dodge,Grand Caravan,SXT,Minivan,ca,3.6,95543,white,black,yucca valley chrysler plymouth dodge inc,6625,6300,325,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2006,Dodge,Grand Caravan,SXT,Minivan,ca,3,134159,silver,gray,courtesy chrysler dodge jeep ram of orange,2400,3000,-600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Dodge,Grand Caravan,SE,Minivan,ca,2.3,95228,silver,gray,cig financial,3425,3800,-375,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Dodge,Grand Caravan,SXT,Minivan,ca,3.4,101074,silver,gray,douglas finance corporation,2750,3100,-350,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2005,Dodge,Grand Caravan,SXT,Minivan,ca,,143888,white,—,detroit west auto wholesale,2050,1650,400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2002,Dodge,Grand Caravan,Sport,Minivan,ca,,91802,white,gray,honda of escondido,1575,1400,175,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2001,Dodge,Grand Caravan,Sport,Minivan,ca,,203802,white,—,livermore toyota and livermore scion,600,800,-200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Dodge,Grand Caravan,SXT,Minivan,ca,3.8,36653,black,gray,barber honda,13800,12800,1000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Dodge,Grand Caravan,SXT,Minivan,ca,4.3,68366,white,black,the hertz corporation,10650,11400,-750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Dodge,Grand Caravan,SXT,Minivan,ca,3.5,48885,gray,black,avis rac/san leandro,12500,13600,-1100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Express,Minivan,ca,3.9,119970,silver,black,wholesale motor sales inc,6225,5500,725,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2010,Dodge,Grand Caravan,SE,Minivan,ca,2.3,130055,gray,gray,nationwide west llc,4675,4800,-125,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Dodge,Grand Caravan,SXT,Minivan,ca,3.8,94522,silver,gray,guard auto sales,7325,8100,-775,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Dodge,Grand Caravan,SXT,Minivan,ca,1.9,105014,silver,gray,santander consumer,7000,5500,1500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Dodge,Grand Caravan,SXT,Minivan,ca,,110697,silver,—,onemain rem/manheim san francisco bay,5800,6000,-200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Dodge,Grand Caravan,SE,Minivan,ca,2,149205,blue,gray,american auto finance,1625,750,875,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2005,Dodge,Grand Caravan,SXT,Minivan,ca,,84297,white,—,buena park honda,2975,3200,-225,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Express,Minivan,nj,3.5,109106,white,gray,"vpsi, inc",7075,5700,1375,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Express,Minivan,ny,,51087,gray,gray,krystal motors car corp,9425,10300,-875,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Mainstreet,Minivan,mn,,109701,black,black,fury motors inc,6600,7500,-900,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Express,Minivan,mn,2.8,137583,blue,gray,exeter finance corp,5950,6300,-350,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Crew,Minivan,in,2.5,82824,black,beige,santander consumer,8525,8500,25,Thu Dec 18 2014 10:10:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Mainstreet,Minivan,fl,,76497,white,black,mini of wesley chapel,8750,9300,-550,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Express,Minivan,tx,3.7,99334,white,—,"mike albert leasing, inc",7300,6600,700,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,R/T,Minivan,ga,3.5,94650,—,black,lease plan usa,15550,11800,3750,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Express,Minivan,in,4.5,93643,silver,gray,ge fleet services for itself/servicer,7700,7700,0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,C/V,Minivan,va,3.3,55787,white,gray,shirlie slack mitsubishi,7575,9400,-1825,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Mainstreet,Minivan,pa,,42849,black,—,generation kia,10950,7600,3350,Fri Dec 19 2014 09:15:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Crew,Minivan,pa,2.1,65522,gray,gray,jim coleman toyota inc,9975,9900,75,Fri Jan 09 2015 09:15:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Mainstreet,Minivan,ne,3.9,80792,brown,black,baxter ford inc,8475,9400,-925,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Crew,Minivan,az,1.9,104763,white,gray,first american credit union,7800,6000,1800,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Express,Minivan,oh,4.2,97034,—,beige,ge fleet services for itself/servicer,7425,8000,-575,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Crew,Minivan,tx,1.9,66470,blue,black,pm standley motorcars,9875,7500,2375,Wed Dec 31 2014 10:20:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Crew,Minivan,ny,2,65837,white,gray,elrac llc,9800,9900,-100,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2011,Dodge,Grand Caravan,Express,Minivan,oh,4.3,100604,blue,gray,ge fleet services for itself/servicer,7300,7300,0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2013,Jeep,Grand Cherokee,Limited,SUV,ca,4.3,39566,black,black,avis corporation,25200,26750,-1550,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,ca,4.4,71702,black,black,fiserv/usb dealer services northstar exchange,16250,18250,-2000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,ca,3.9,92610,silver,beige,"jpmorgan chase bank,n.a.",14550,14500,50,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Jeep,Grand Cherokee,Limited,SUV,ca,,41152,black,—,elad motors,25600,27400,-1800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Jeep,Grand Cherokee,Laredo,SUV,ca,4,41686,white,—,skyhigh remarketing inc,17950,21250,-3300,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Jeep,Grand Cherokee,Laredo,SUV,ca,3.5,61334,silver,black,merchants automotive group,12900,13200,-300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Jeep,Grand Cherokee,Laredo,SUV,ca,2.1,83024,green,black,win hyundai carson,8725,7500,1225,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,Jeep,Grand Cherokee,Laredo,SUV,ca,3.5,86747,black,black,alliance motor cars,8275,8300,-25,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Jeep,Grand Cherokee,Limited,SUV,ca,2.4,105798,black,gray,"jpmorgan chase bank,n.a.",8525,9200,-675,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Jeep,Grand Cherokee,Limited,SUV,ca,3.5,104508,silver,gray,nvp remarketing,7725,9800,-2075,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2005,Jeep,Grand Cherokee,Laredo,SUV,ca,,91165,red,—,velocity motors,6050,5700,350,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2004,Jeep,Grand Cherokee,Laredo,SUV,ca,,163188,silver,—,honda of stevens creek,2400,3100,-700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2004,Jeep,Grand Cherokee,Laredo,SUV,ca,2,143586,blue,black,veros credit,3100,1700,1400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2004,Jeep,Grand Cherokee,Laredo,SUV,ca,2.5,138018,black,black,persian acceptance corp,3175,2800,375,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2002,Jeep,Grand Cherokee,Limited,SUV,ca,3.1,88475,silver,black,wholesale enterprise inc,2725,5400,-2675,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2001,Jeep,Grand Cherokee,Limited,SUV,ca,1.9,179920,blue,gray,quality acceptance,1750,1250,500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2000,Jeep,Grand Cherokee,Laredo,SUV,ca,,184398,gold,—,mccauley automotive co,1425,1700,-275,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2000,Jeep,Grand Cherokee,Limited,SUV,ca,3.2,102454,silver,gray,tuttle click chrysler jeep dodge,2200,4600,-2400,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
1999,Jeep,Grand Cherokee,Limited,SUV,ca,1,229985,gold,beige,brad benson motorsports,800,300,500,Wed Jan 14 2015 07:10:00 GMT-0800 (PST)
1995,Jeep,Grand Cherokee,Laredo,SUV,ca,,191514,gray,—,detroit west auto wholesale,750,200,550,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,Limited,SUV,ca,4.3,30763,gray,black,enterprise vehicle exchange/orange,29700,29000,700,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,Limited,SUV,ca,4.1,26433,silver,black,enterprise vehicle exchange/orange,30500,31100,-600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,Limited,SUV,ca,4.5,16616,blue,black,bank of the west,30800,31750,-950,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,ca,2.6,58380,black,black,bob baker jeep,23400,17000,6400,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Jeep,Grand Cherokee,Laredo,SUV,ca,3.1,87843,black,black,bob baker jeep,14750,15000,-250,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Jeep,Grand Cherokee,Laredo,SUV,ca,4.3,72915,silver,black,bob baker jeep,18450,16600,1850,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2009,Jeep,Grand Cherokee,Laredo,SUV,ca,3.4,88052,black,gray,tdaf remarketing,10950,11750,-800,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2009,Jeep,Grand Cherokee,SRT-8,SUV,ca,3.9,49573,red,black,specialized sales and leasing,29600,28750,850,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2005,Jeep,Grand Cherokee,Laredo,SUV,ca,2.9,132816,silver,gray,palm springs nissan,4800,5700,-900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2004,Jeep,Grand Cherokee,Limited,SUV,ca,3.5,88500,silver,tan,skyhigh remarketing inc,5000,8000,-3000,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2004,Jeep,Grand Cherokee,Laredo,SUV,ca,2.9,95173,blue,black,high bid trading co inc,4200,5500,-1300,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2004,Jeep,Grand Cherokee,Limited,SUV,ca,,146279,gray,—,rd cars,3025,4400,-1375,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2003,Jeep,Grand Cherokee,Limited,SUV,ca,3.4,150887,blue,black,billion dodge chrysler jeep,2425,1900,525,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2002,Jeep,Grand Cherokee,Limited,SUV,ca,2.5,110880,blue,tan,j m auto imports corp,3125,2800,325,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2002,Jeep,Grand Cherokee,Overland,SUV,ca,,90961,gray,—,toyota of orange,3250,4500,-1250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Mercury,Grand Marquis,LS Premium,Sedan,ca,,92195,,,v/m auto broker,4400,3300,1100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1994,Mercury,Grand Marquis,LS,Sedan,ca,2,156428,beige,beige,purple heart services inc,400,250,150,Tue Dec 23 2014 15:10:00 GMT-0800 (PST)
2008,Pontiac,Grand Prix,Base,Sedan,ca,2.1,114272,black,black,delta dealer services,4200,3800,400,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2008,Pontiac,Grand Prix,Base,Sedan,ca,,126855,white,—,desert fleet lease,3775,3900,-125,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,Pontiac,Grand Prix,Base,Sedan,ca,2,144369,gray,black,onemain rem/casey's car inc,3050,2700,350,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2006,Pontiac,Grand Prix,Base,Sedan,ca,3.7,185794,white,black,dutton motor co,1325,2000,-675,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Pontiac,Grand Prix,Base,Sedan,ca,1.9,197087,black,gray,rpm lenders,1475,800,675,Wed Jan 14 2015 07:00:00 GMT-0800 (PST)
2006,Pontiac,Grand Prix,Base,Sedan,ca,1.9,124592,white,black,"jpmorgan chase bank,n.a.",3325,1700,1625,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Pontiac,Grand Prix,Base,Sedan,ca,3.1,113969,gray,gray,california fleet inc,3400,3100,300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2004,Pontiac,Grand Prix,GT1,Sedan,ca,1.9,216866,green,black,pch pre owned,1025,700,325,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2004,Pontiac,Grand Prix,GTP,Sedan,ca,,121763,gold,—,garys auto sales inc,3000,1700,1300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2004,Pontiac,Grand Prix,GT1,Sedan,ca,2.4,141011,gold,beige,quality acceptance,2075,1000,1075,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2001,Pontiac,Grand Prix,GT,Sedan,ca,2,118198,red,gray,credit acceptance corp/vrs/southfield,1500,700,800,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2000,Pontiac,Grand Prix,GT,Sedan,ca,2.5,159641,red,black,quality acceptance,1150,900,250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
1997,Pontiac,Grand Prix,GT,Sedan,ca,2,187538,green,gray,charitable auto resource,575,400,175,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1995,Pontiac,Grand Prix,SE,Sedan,ca,1,190770,white,gray,purple heart services inc,500,250,250,Tue Dec 23 2014 13:40:00 GMT-0800 (PST)
2006,Pontiac,Grand Prix,Base,Sedan,ca,1.9,147683,black,black,lobel financial corp,2500,900,1600,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2000,Pontiac,Grand Prix,GT,Sedan,ca,,149631,brown,beige,kearny mesa toyota,1225,800,425,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2003,Suzuki,Grand Vitara,Base,SUV,ca,1.9,106728,green,gray,gosch ford,3225,2200,1025,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Suzuki,Grand Vitara,Premium,SUV,pr,3,21279,white,beige,oriental bank,9775,8500,1275,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
2008,Maserati,GranTurismo,Base,Coupe,ca,3.1,41225,charcoal,black,auto city sales/leasing,43500,40500,3000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Lexus,GS 300,Base,Sedan,ca,2.9,81312,black,beige,bmw of murrieta,12400,13800,-1400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Lexus,GS 300,Base,Sedan,ca,,142333,silver,—,apexcars net,9600,9000,600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2001,Lexus,GS 300,Base,Sedan,ca,1.9,215607,green,beige,county financial services,2425,1950,475,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1998,Lexus,GS 300,Base,Sedan,ca,1.9,217658,black,beige,aaero sweet company,2200,1650,550,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
1998,Lexus,GS 300,Base,Sedan,ca,1.9,197759,green,beige,lexus of stevens creek,2325,1900,425,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Lexus,GS 300,Base,Sedan,ca,3.7,71237,white,beige,high bid trading co inc,12850,13250,-400,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,ca,3.6,39590,white,white,lexus financial services,32100,32100,0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,ca,3.4,17786,beige,brown,lexus financial services,34500,33000,1500,Wed Jan 14 2015 00:00:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,ca,3.5,21189,silver,black,lexus financial services,34200,31900,2300,Wed Jan 21 2015 05:00:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,ca,3.8,42813,black,gray,ubs wholesale,31900,31000,900,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,ca,4.6,22672,gold,brown,lexus financial services,34500,34500,0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Lexus,GS 350,Base,Sedan,ca,2.6,92210,black,beige,exeter finance corp,12750,11250,1500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Lexus,GS 350,Base,Sedan,ca,3.2,83591,off-white,gray,skyhigh remarketing inc,13450,15250,-1800,Wed Jan 07 2015 04:00:00 GMT-0800 (PST)
2007,Lexus,GS 350,Base,Sedan,ca,,90266,silver,—,savarani motors,13200,13800,-600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Lexus,GS 350,Base,Sedan,ca,4.2,162114,off-white,beige,coast sports cars inc,9700,13100,-3400,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Lexus,GS 350,Base,Sedan,ca,3.7,48593,white,brown,newport lexus,31200,31750,-550,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Lexus,GS 430,Base,Sedan,ca,,165992,gray,—,bmw of murrieta,9475,9250,225,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Lexus,GS 450h,Base,Sedan,ca,3.4,109910,gray,black,high bid trading co inc,12350,12300,50,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2007,Lexus,GS 450h,Base,Sedan,ca,2.9,154514,silver,gray,concord toyota,8750,8900,-150,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,GT-R,Black Edition,Coupe,ca,3.7,20307,gray,black,remarketing services of el paso,70000,61000,9000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2014,Nissan,GT-R,Premium,Coupe,ca,3.6,5250,white,black,ferrari of orange county,79000,77000,2000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Volkswagen,GTI,PZEV,Hatchback,ca,1,33529,red,black,vw credit,15350,12200,3150,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Volkswagen,GTI,PZEV,Hatchback,ca,4.2,24240,blue,black,bmw of murrieta,16150,16300,-150,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Volkswagen,GTI,PZEV,Hatchback,ca,3.6,51067,gray,gray,walters auto sales/service inc,13850,15250,-1400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Volkswagen,GTI,Autobahn PZEV,Hatchback,ca,2,18924,gray,black,north bakersfield toyota scion,16750,15500,1250,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2010,Volkswagen,GTI,PZEV,Hatchback,ca,3.6,104035,black,black,honda of pasadena,9675,9200,475,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2009,Volkswagen,GTI,Base,Hatchback,ca,4.4,76639,black,gray,lucky imports,8700,11300,-2600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Volkswagen,GTI,Base,Hatchback,ca,2,83480,silver,black,nextgear capital,7475,7000,475,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Volkswagen,GTI,Base,Hatchback,ca,2.4,130600,black,gray,claremont volkswagen,4200,4300,-100,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2006,Volkswagen,GTI,Base,Hatchback,ca,1,110615,black,black,wells fargo dealer services,4750,4000,750,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2005,Volkswagen,GTI,1.8T,Hatchback,ca,2.8,97323,gray,gray,volkswagen of murrieta,3850,4400,-550,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Volkswagen,GTI,Base,Hatchback,ca,3.5,93470,gray,gray,east bay bmw,6075,5900,175,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Volkswagen,GTI,Autobahn PZEV,Hatchback,tx,4.1,15729,gray,black,"vw credit, inc/pilot",15750,14200,1550,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2012,Volkswagen,GTI,Base,Hatchback,fl,4.1,32795,gray,brown,lauderdale bmw of fort lauderdale,14250,15100,-850,Fri Dec 19 2014 09:35:00 GMT-0800 (PST)
2012,Volkswagen,GTI,Autobahn PZEV,Hatchback,ca,4.2,26319,red,black,caseys cars inc,14750,17250,-2500,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2007,lexus,gx,470,,ca,4.4,86184,green,beige,porsche of downtown la,17000,17750,-750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2006,lexus,gx,470,,ca,3.4,155974,white,beige,lexus financial services,13300,13600,-300,Tue Dec 30 2014 00:00:00 GMT-0800 (PST)
2005,lexus,gx,470,,ca,2.9,167124,white,beige,nationwide remarketing,11200,9100,2100,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2004,lexus,gx,470,,ca,2.9,156776,gold,beige,aaero sweet company,10250,9600,650,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
2007,lexus,gx,470,,ca,4.2,145008,gray,black,arrowhead auto group inc,14850,11900,2950,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2004,lexus,gx,470,,ca,4.3,100001,gray,gray,newport lexus,11250,13750,-2500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Lexus,GX 460,Base,SUV,ca,4,17148,black,black,lexus of thousand oaks,41200,39000,2200,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2010,Lexus,GX 460,Base,SUV,ca,4,93271,burgundy,tan,american road leasing inc,27700,25500,2200,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2014,Lexus,GX 460,Base,SUV,ca,4.8,8200,white,brown,high bid trading co inc,50100,50500,-400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Lexus,GX 470,Base,SUV,ca,4.3,48297,gold,beige,desert auto trade,23000,26750,-3750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,Lexus,GX 470,Base,SUV,ca,3.3,116133,silver,gray,high bid trading co inc,17750,17750,0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2008,Lexus,GX 470,Base,SUV,ca,4.7,31920,gold,tan,desert auto trade,23400,28000,-4600,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,Lexus,GX 470,Base,SUV,ca,2.7,92863,silver,gray,ubs wholesale,20300,20000,300,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
