,Age,Previously_Insured,Vehicle_Damage,Policy_Sales_Channel,Age30,Age3059,Age1,Age4,AgeResponse,myvariable2,myvariable5,myvariable6,myvariable7,myvariable8,Vehicle_Age_1-2 Year,Vehicle_Age_< 1 Year,Vehicle_Age_> 2 Years,Region_Code_high mid,Region_Code_low,Region_Code_low mid,Region_Code_mid,Region_Code_unknown,Region_Code_very low,pred,prob,real,result,TP,TN,FP,FN
143008,4.290459441148391,0,1,0.2049303496730699,1,False,False,False,0.08368200836820083,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.5741977703587477,0,False,0,0,1,0
130777,3.9512437185814275,0,1,0.2049303496730699,1,True,False,True,0.18057285180572852,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7470405261876403,0,False,0,0,1,0
198998,3.367295829986474,1,0,0.02736646630503836,0,False,False,False,0.11088295687885011,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.003132125656188835,0,True,0,1,0,0
102312,3.7612001156935624,0,1,0.2049303496730699,1,True,False,True,0.2502218278615794,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7739329011328163,0,False,0,0,1,0
152265,3.1780538303479458,1,0,0.02736646630503836,0,False,True,False,0.036581709145427285,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0020444551449717826,0,True,0,1,0,0
303588,3.4339872044851463,1,0,0.02736646630503836,1,True,False,False,0.15244755244755245,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.005576472677510254,0,True,0,1,0,0
48963,3.2188758248682006,1,0,0.02736646630503836,0,False,True,False,0.03684406401190919,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0018688184128021676,0,True,0,1,0,0
160726,3.784189633918261,0,1,0.2049303496730699,1,True,False,True,0.22980251346499103,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.7866207486776063,1,True,1,0,0,0
126131,3.8501476017100584,0,1,0.2049303496730699,1,True,False,True,0.19796954314720813,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7573743554652203,1,True,1,0,0,0
230188,3.1780538303479458,0,1,0.02736646630503836,0,False,True,False,0.036581709145427285,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.4319869576431685,0,True,0,1,0,0
27638,3.871201010907891,0,1,0.2049303496730699,1,True,False,True,0.20146137787056367,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7570696857507039,0,False,0,0,1,0
22627,3.367295829986474,1,0,0.02736646630503836,0,False,False,False,0.11088295687885011,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.003132125656188835,0,True,0,1,0,0
275542,3.295836866004329,0,1,0.02736646630503836,0,False,True,False,0.0363232023721275,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.45356629043868274,0,True,0,1,0,0
12652,4.04305126783455,1,0,0.2049303496730699,1,True,False,False,0.13980582524271845,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.009288275692368002,0,True,0,1,0,0
125951,3.044522437723423,1,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0014936054835198703,0,True,0,1,0,0
158735,3.4965075614664802,1,0,0.02736646630503836,1,True,False,True,0.20087976539589442,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.014990576299939228,0,True,0,1,0,0
193407,3.8918202981106265,0,1,0.2049303496730699,1,True,False,True,0.209277238403452,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.766646173202491,1,True,1,0,0,0
145462,3.9318256327243257,0,1,0.11884411884411884,1,True,False,True,0.1989795918367347,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7121808488149222,0,False,0,0,1,0
185100,3.044522437723423,1,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0014936054835198703,0,True,0,1,0,0
331182,3.332204510175204,1,0,0.02736646630503836,0,False,False,False,0.07372881355932204,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.00526792161668175,0,True,0,1,0,0
343420,3.2188758248682006,1,0,0.02736646630503836,0,False,True,False,0.03684406401190919,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.002310603588179342,0,True,0,1,0,0
103135,4.007333185232471,1,0,0.2049303496730699,1,True,False,False,0.14912280701754385,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.008697751558008542,0,True,0,1,0,0
205750,3.1780538303479458,1,0,0.02736646630503836,0,False,True,False,0.036581709145427285,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.002590464246556996,0,True,0,1,0,0
195177,3.6375861597263857,0,1,0.2049303496730699,1,True,False,True,0.2369109947643979,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.7933622453855245,1,True,1,0,0,0
297360,4.04305126783455,1,0,0.2049303496730699,1,True,False,False,0.13980582524271845,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.008697751558008542,0,True,0,1,0,0
310682,3.828641396489095,1,0,0.2049303496730699,1,True,False,True,0.23592233009708738,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.010702927456323029,0,True,0,1,0,0
75495,4.02535169073515,0,1,0.2049303496730699,1,True,False,False,0.17158671586715868,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.706679306733433,0,False,0,0,1,0
333583,3.6888794541139363,0,1,0.2049303496730699,1,True,False,True,0.2245762711864407,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.786442843670581,0,False,0,0,1,0
269955,3.9889840465642745,0,1,0.2049303496730699,1,True,False,True,0.17804154302670624,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7314974828393788,0,False,0,0,1,0
279023,3.1780538303479458,0,1,0.02736646630503836,0,False,True,False,0.036581709145427285,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.4319869576431685,0,True,0,1,0,0
44726,3.091042453358316,1,0,0.02736646630503836,0,False,True,False,0.03658094893154654,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0012741266194885275,0,True,0,1,0,0
6187,3.332204510175204,1,0,0.02736646630503836,0,False,False,False,0.07372881355932204,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.004830648505301058,0,True,0,1,0,0
294679,3.6888794541139363,0,1,0.2049303496730699,1,True,False,True,0.2245762711864407,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7803889474310581,0,False,0,0,1,0
363267,3.044522437723423,1,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0023360751863131376,0,True,0,1,0,0
138005,3.2188758248682006,1,0,0.02736646630503836,0,False,True,False,0.03684406401190919,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.002310603588179342,0,True,0,1,0,0
122994,2.995732273553991,0,1,0.02736646630503836,0,False,True,False,0.029036004645760744,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.41898124279892074,0,True,0,1,0,0
371250,3.8501476017100584,0,1,0.2049303496730699,1,True,False,True,0.19796954314720813,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7573743554652203,0,False,0,0,1,0
303121,3.2188758248682006,0,1,0.2049303496730699,0,False,True,False,0.03684406401190919,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.6068132625438282,0,False,0,0,1,0
378529,3.2188758248682006,1,0,0.02736646630503836,0,False,True,False,0.03684406401190919,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.0015450194396119774,0,True,0,1,0,0
81451,3.044522437723423,1,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0023360751863131376,0,True,0,1,0,0
142752,3.6888794541139363,0,1,0.2049303496730699,1,True,False,True,0.2245762711864407,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7803889474310581,1,True,1,0,0,0
105258,3.1780538303479458,0,1,0.02736646630503836,0,False,True,False,0.036581709145427285,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.5114756687729701,0,False,0,0,1,0
373809,4.07753744390572,0,1,0.2049303496730699,1,False,False,False,0.1565040650406504,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.6637868717732641,0,False,0,0,1,0
255075,3.7376696182833684,1,0,0.2049303496730699,1,True,False,True,0.19020172910662825,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.017755559561638715,0,True,0,1,0,0
258378,3.295836866004329,1,0,0.02736646630503836,0,False,True,False,0.0363232023721275,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.00779344858349747,0,True,0,1,0,0
264889,4.30406509320417,0,1,0.11884411884411884,1,False,False,False,0.08139534883720931,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.5025338866537546,0,False,0,0,1,0
8737,3.713572066704308,0,1,0.2049303496730699,1,True,False,True,0.22111553784860558,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7787772907790966,0,False,0,0,1,0
181434,3.044522437723423,1,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0014936054835198703,0,True,0,1,0,0
32150,3.332204510175204,1,0,0.02736646630503836,0,False,False,False,0.07372881355932204,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.004705269845565466,0,True,0,1,0,0
312379,3.9512437185814275,1,0,0.2049303496730699,1,True,False,True,0.18057285180572852,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.007421125393639316,0,True,0,1,0,0
269455,3.258096538021482,0,1,0.02736646630503836,0,False,True,False,0.044853364002300174,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.5317473335657389,1,True,1,0,0,0
165855,3.6635616461296463,0,1,0.2049303496730699,1,True,False,True,0.209919261822376,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.7559356864151069,0,False,0,0,1,0
202614,3.044522437723423,1,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0013239674690185038,0,True,0,1,0,0
188528,3.5553480614894135,0,1,0.2049303496730699,1,True,False,True,0.21850079744816586,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7830936228841249,1,True,1,0,0,0
244045,3.044522437723423,0,1,0.02736646630503836,0,False,True,False,0.03551660516605166,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.3641150926695415,0,True,0,1,0,0
160302,3.9318256327243257,0,1,0.02736646630503836,1,True,False,True,0.1989795918367347,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.6396303137365493,0,False,0,0,1,0
325218,3.1780538303479458,1,0,0.02736646630503836,0,False,True,False,0.036581709145427285,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0024903461797134018,0,True,0,1,0,0
93360,3.091042453358316,0,1,0.02736646630503836,0,False,True,False,0.03658094893154654,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.3860934701810097,0,True,0,1,0,0
84863,3.9889840465642745,0,1,0.2049303496730699,1,True,False,True,0.17804154302670624,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.747656277604486,0,False,0,0,1,0
224541,3.258096538021482,1,0,0.02736646630503836,0,False,True,False,0.044853364002300174,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0018688184128021676,0,True,0,1,0,0
44645,4.204692619390966,1,0,0.2049303496730699,1,False,False,False,0.09064327485380116,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.009815632211581106,0,True,0,1,0,0
68823,3.6109179126442243,0,1,0.2049303496730699,1,True,False,True,0.20699708454810495,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.7711312453435676,0,False,0,0,1,0
364561,3.784189633918261,0,1,0.11884411884411884,1,True,False,True,0.22980251346499103,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.7548440049444537,0,False,0,0,1,0
274611,3.7612001156935624,0,1,0.11884411884411884,1,True,False,True,0.2502218278615794,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.7832297536915405,0,False,0,0,1,0
47744,3.044522437723423,0,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.10411679157138512,0,True,0,1,0,0
300549,3.5553480614894135,0,1,0.2049303496730699,1,True,False,True,0.21850079744816586,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.7897443119705574,0,False,0,0,1,0
379437,3.1780538303479458,0,1,0.02736646630503836,0,False,True,False,0.036581709145427285,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.436969690782248,0,True,0,1,0,0
71307,3.9889840465642745,0,1,0.2049303496730699,1,True,False,True,0.17804154302670624,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.7550301292436927,0,False,0,0,1,0
366035,3.2188758248682006,1,0,0.02736646630503836,0,False,True,False,0.03684406401190919,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0015817271252523003,0,True,0,1,0,0
10631,3.091042453358316,1,0,0.2049303496730699,0,False,True,False,0.03658094893154654,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.005759783475178682,0,True,0,1,0,0
241980,3.295836866004329,1,0,0.02736646630503836,0,False,True,False,0.0363232023721275,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0046597082088799735,0,True,0,1,0,0
180739,3.2188758248682006,1,0,0.02736646630503836,0,False,True,False,0.03684406401190919,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0018688184128021676,0,True,0,1,0,0
906,3.784189633918261,0,1,0.2049303496730699,1,True,False,True,0.22980251346499103,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7818616312514112,0,False,0,0,1,0
270156,3.091042453358316,1,0,0.02736646630503836,0,False,True,False,0.03658094893154654,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0015394469989249801,0,True,0,1,0,0
170022,3.7612001156935624,1,0,0.2049303496730699,1,True,False,True,0.2502218278615794,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.012118071232143281,0,True,0,1,0,0
245232,3.970291913552122,1,1,0.2049303496730699,1,True,False,False,0.166189111747851,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.030726546578448345,0,True,0,1,0,0
201632,4.343805421853684,0,1,0.2049303496730699,1,False,False,False,0.05555555555555555,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.5405494524470733,0,False,0,0,1,0
58306,3.828641396489095,1,0,0.2049303496730699,1,True,False,True,0.23592233009708738,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.015592112530104866,0,True,0,1,0,0
173144,4.31748811353631,0,1,0.2049303496730699,1,False,False,False,0.07103825136612021,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.5741132069769609,0,False,0,0,1,0
129238,3.1354942159291497,1,0,0.02736646630503836,0,False,True,False,0.03440725680325305,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.002967220717325217,0,True,0,1,0,0
37701,3.713572066704308,0,1,0.2049303496730699,1,True,False,True,0.22111553784860558,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.7592854189755911,1,True,1,0,0,0
251295,3.091042453358316,0,1,0.02736646630503836,0,False,True,False,0.03658094893154654,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.4125200876084256,0,True,0,1,0,0
26415,3.295836866004329,0,1,0.2049303496730699,0,False,True,False,0.0363232023721275,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.591818336286832,0,False,0,0,1,0
259554,3.7612001156935624,0,0,0.2049303496730699,1,True,False,True,0.2502218278615794,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.2297617809285457,0,True,0,1,0,0
287877,3.044522437723423,0,1,0.02736646630503836,0,False,True,False,0.03551660516605166,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.3641150926695415,0,True,0,1,0,0
213772,4.07753744390572,1,0,0.11884411884411884,1,False,False,False,0.1565040650406504,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.005386199762196164,0,True,0,1,0,0
38207,4.2626798770413155,1,0,0.2049303496730699,1,False,False,False,0.06048387096774194,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.009819389026072312,0,True,0,1,0,0
7839,3.044522437723423,1,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0014936054835198703,0,True,0,1,0,0
369532,3.828641396489095,0,1,0.2049303496730699,1,True,False,True,0.23592233009708738,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7850557837468579,0,False,0,0,1,0
251737,3.912023005428146,1,0,0.2049303496730699,1,True,False,True,0.19757575757575757,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.006346090382031773,0,True,0,1,0,0
103805,4.30406509320417,1,0,0.2049303496730699,1,False,False,False,0.08139534883720931,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0023345532845372883,0,True,0,1,0,0
347410,3.044522437723423,0,1,0.02736646630503836,0,False,True,False,0.03551660516605166,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.3641150926695415,0,True,0,1,0,0
207972,4.110873864173311,1,0,0.2049303496730699,1,False,False,False,0.11294117647058824,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0024321142601470445,0,True,0,1,0,0
282336,4.110873864173311,0,1,0.2049303496730699,1,False,False,False,0.11294117647058824,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.6382583673273486,0,False,0,0,1,0
214018,3.9318256327243257,0,1,0.02736646630503836,1,True,False,True,0.1989795918367347,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.6904579651034263,0,False,0,0,1,0
357299,3.332204510175204,0,1,0.2049303496730699,0,False,False,False,0.07372881355932204,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.653856334894965,0,False,0,0,1,0
151632,3.258096538021482,1,0,0.02736646630503836,0,False,True,False,0.044853364002300174,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.002310603588179342,0,True,0,1,0,0
345401,3.1354942159291497,1,0,0.02736646630503836,0,False,True,False,0.03440725680325305,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0032560384033388672,0,True,0,1,0,0
58905,4.04305126783455,1,0,0.2049303496730699,1,True,False,False,0.13980582524271845,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0039397988817555605,0,True,0,1,0,0
368012,3.713572066704308,0,1,0.2049303496730699,1,True,False,True,0.22111553784860558,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7787772907790966,0,False,0,0,1,0
11782,3.044522437723423,0,1,0.02736646630503836,0,False,True,False,0.03551660516605166,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.3641150926695415,0,True,0,1,0,0
282749,3.2188758248682006,1,0,0.02736646630503836,0,False,True,False,0.03684406401190919,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.002310603588179342,0,True,0,1,0,0
338255,3.6635616461296463,0,0,0.2049303496730699,1,True,False,True,0.209919261822376,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.22888490297851458,0,True,0,1,0,0
206737,3.912023005428146,0,1,0.2049303496730699,1,True,False,True,0.19757575757575757,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.7534807137129432,0,False,0,0,1,0
134122,4.143134726391533,0,1,0.11884411884411884,1,False,False,False,0.09832134292565947,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.5306547470449636,0,False,0,0,1,0
175111,3.9889840465642745,1,0,0.02736646630503836,1,True,False,True,0.17804154302670624,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.004231029808040981,0,True,0,1,0,0
346619,3.044522437723423,0,1,0.02736646630503836,0,False,True,False,0.03551660516605166,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.3641150926695415,1,False,0,0,0,1
284093,3.044522437723423,1,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0014936054835198703,0,True,0,1,0,0
95913,3.1354942159291497,1,0,0.02736646630503836,0,False,True,False,0.03440725680325305,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.002967220717325217,0,True,0,1,0,0
146293,3.367295829986474,1,0,0.02736646630503836,0,False,False,False,0.11088295687885011,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0032322886912795512,0,True,0,1,0,0
46372,3.6375861597263857,1,0,0.2049303496730699,1,True,False,True,0.2369109947643979,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.018082522284919883,0,True,0,1,0,0
96072,4.290459441148391,0,1,0.2049303496730699,1,False,False,False,0.08368200836820083,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.5723264897269368,0,False,0,0,1,0
251743,3.091042453358316,0,1,0.02736646630503836,0,False,True,False,0.03658094893154654,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.4945862188445202,0,True,0,1,0,0
210798,4.07753744390572,1,0,0.2049303496730699,1,False,False,False,0.1565040650406504,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0086860085110966,0,True,0,1,0,0
32058,3.2188758248682006,1,0,0.02736646630503836,0,False,True,False,0.03684406401190919,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0015817271252523003,0,True,0,1,0,0
107307,3.970291913552122,0,1,0.11884411884411884,1,True,False,False,0.166189111747851,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.6903207638210259,0,False,0,0,1,0
53227,3.5263605246161616,1,1,0.2049303496730699,1,True,False,True,0.22063037249283668,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.05822392652263712,0,True,0,1,0,0
107089,3.970291913552122,0,1,0.2049303496730699,1,True,False,False,0.166189111747851,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7142658676059728,1,True,1,0,0,0
40691,3.1354942159291497,1,0,0.02736646630503836,0,False,True,False,0.03440725680325305,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0025194768040730344,0,True,0,1,0,0
240546,3.091042453358316,0,1,0.2049303496730699,0,False,True,False,0.03658094893154654,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.5503664039593089,0,False,0,0,1,0
171333,3.871201010907891,0,1,0.2049303496730699,1,True,False,True,0.20146137787056367,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7570696857507039,1,True,1,0,0,0
258921,3.091042453358316,1,0,0.02736646630503836,0,False,True,False,0.03658094893154654,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.0018256853619458197,0,True,0,1,0,0
112921,3.2188758248682006,0,1,0.02736646630503836,0,False,True,False,0.03684406401190919,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.4390002223866367,0,True,0,1,0,0
342824,4.189654742026425,0,1,0.2049303496730699,1,False,False,False,0.082010582010582,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.5985505153357782,0,False,0,0,1,0
248455,3.912023005428146,0,1,0.2049303496730699,1,True,False,True,0.19757575757575757,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.7509174429150707,0,False,0,0,1,0
347010,3.295836866004329,1,0,0.02736646630503836,0,False,True,False,0.0363232023721275,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.004241631541189457,0,True,0,1,0,0
222879,3.1354942159291497,1,0,0.02736646630503836,0,False,True,False,0.03440725680325305,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.002967220717325217,0,True,0,1,0,0
299446,3.8918202981106265,0,1,0.2049303496730699,1,True,False,True,0.209277238403452,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.760106194601772,0,False,0,0,1,0
140566,4.248495242049359,0,1,0.2049303496730699,1,False,False,False,0.09090909090909091,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.5702554204050209,0,False,0,0,1,0
152767,3.8501476017100584,1,1,0.2049303496730699,1,True,False,True,0.19796954314720813,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.06819046216354326,0,True,0,1,0,0
211183,3.6635616461296463,0,1,0.2049303496730699,1,True,False,True,0.209919261822376,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7657894732816877,1,True,1,0,0,0
101063,3.1354942159291497,1,0,0.02736646630503836,0,False,True,False,0.03440725680325305,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.002967220717325217,0,True,0,1,0,0
161308,3.1354942159291497,0,1,0.02736646630503836,0,False,True,False,0.03440725680325305,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.4044738214509841,0,True,0,1,0,0
52469,3.1354942159291497,0,1,0.02736646630503836,0,False,True,False,0.03440725680325305,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.4044738214509841,0,True,0,1,0,0
160923,3.9512437185814275,1,0,0.2049303496730699,1,True,False,True,0.18057285180572852,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.007291153661364368,0,True,0,1,0,0
146432,3.1354942159291497,0,1,0.02736646630503836,0,False,True,False,0.03440725680325305,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.47836570909467063,0,True,0,1,0,0
277687,3.828641396489095,0,0,0.2049303496730699,1,True,False,True,0.23592233009708738,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.24253550628241044,0,True,0,1,0,0
118618,3.6109179126442243,0,1,0.2049303496730699,1,True,False,True,0.20699708454810495,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7457712622392207,0,False,0,0,1,0
160772,3.091042453358316,0,1,0.02736646630503836,0,False,True,False,0.03658094893154654,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.4125200876084256,0,True,0,1,0,0
40983,3.4657359027997265,0,1,0.02736646630503836,1,True,False,True,0.1984848484848485,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.750874702897068,1,True,1,0,0,0
130126,3.4657359027997265,0,1,0.2049303496730699,1,True,False,True,0.1984848484848485,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7519417736435453,0,False,0,0,1,0
360809,3.7612001156935624,0,1,0.2049303496730699,1,True,False,True,0.2502218278615794,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7877329665818664,1,True,1,0,0,0
267849,4.04305126783455,1,0,0.2049303496730699,1,True,False,False,0.13980582524271845,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0039397988817555605,0,True,0,1,0,0
120832,3.332204510175204,1,0,0.02736646630503836,0,False,False,False,0.07372881355932204,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.00526792161668175,0,True,0,1,0,0
146852,4.189654742026425,1,0,0.2049303496730699,1,False,False,False,0.082010582010582,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.014224579683542455,0,True,0,1,0,0
79245,4.0943445622221,0,1,0.2049303496730699,1,False,False,False,0.13606911447084233,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.6528052070799876,1,True,1,0,0,0
175984,3.1354942159291497,1,0,0.02736646630503836,0,False,True,False,0.03440725680325305,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0025194768040730344,0,True,0,1,0,0
113451,3.332204510175204,0,1,0.2049303496730699,0,False,False,False,0.07372881355932204,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.653856334894965,1,True,1,0,0,0
305666,3.8066624897703196,1,0,0.2049303496730699,1,True,False,True,0.21357285429141717,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.011426373268983143,0,True,0,1,0,0
