,Gender,IsActiveMember,CreditScore_sign,Age_log,Age_gtmean,Age_gtq3,Age_pow20,Age_sign,Tenure_log,Balance_log,Balance_sqrt,Balance_gtmean,Balance_pow20,EstimatedSalary_sign,Geography_France,Geography_Germany,Geography_Spain,"AgeBins_(17.999, 31.0]","AgeBins_(31.0, 35.0]","AgeBins_(35.0, 40.0]","AgeBins_(40.0, 46.0]","AgeBins_(46.0, 92.0]",pred,real
2293,1,1,1,3.6375861597263857,0,0,1444.0,1,1.3862943611198906,11.308983134653483,285.5712520545442,1,6650555814.8836,1.0,1,0,0,0,0,1,0,0,0,0
3757,0,1,1,3.4657359027997265,0,0,1024.0,1,2.0794415416798357,10.73989446411348,214.8515301318564,0,2130854538.9924,1.0,0,0,1,0,1,0,0,0,1,0
9829,0,1,1,3.4965075614664802,0,0,1089.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
6049,0,1,1,3.4011973816621555,0,0,900.0,1,1.6094379124341003,11.492873154505801,313.0730585662075,1,9606889257.267601,1.0,1,0,0,1,0,0,0,0,0,0
5664,0,0,1,3.2188758248682006,0,0,625.0,1,1.791759469228055,11.320635023550986,287.23983010717717,1,6807358845.158401,1.0,0,1,0,1,0,0,0,0,0,0
8123,0,1,1,3.2188758248682006,0,0,625.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,0
2793,0,1,1,4.356708826689592,1,1,6084.0,1,1.3862943611198906,11.132336269725085,261.4304113908709,0,4671156579.1396,1.0,0,1,0,0,0,0,0,1,0,0
4950,0,1,1,3.6375861597263857,0,0,1444.0,1,0.6931471805599453,11.77540695333596,360.5762610045204,1,16903962632.2576,1.0,1,0,0,0,0,1,0,0,1,0
8579,1,1,1,3.367295829986474,0,0,841.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
864,1,1,1,3.1780538303479458,0,0,576.0,1,2.0794415416798357,11.885052517781215,380.89595692262213,1,21048708379.792904,1.0,1,0,0,1,0,0,0,0,0,0
8819,0,0,1,3.6635616461296463,1,0,1521.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
6561,0,1,1,3.6375861597263857,0,0,1444.0,1,1.3862943611198906,11.582380443002835,327.40247402852657,1,11490206330.064402,1.0,1,0,0,0,0,1,0,0,0,0
7395,0,0,1,3.5553480614894135,0,0,1225.0,1,1.9459101490553132,11.237379451737947,275.5281292354739,0,5763201098.0625,1.0,1,0,0,0,1,0,0,0,0,0
951,0,1,1,3.332204510175204,0,0,784.0,1,0.0,11.819940201361533,368.6951315111172,1,18478623283.210003,1.0,0,0,1,1,0,0,0,0,0,0
9612,0,0,1,3.871201010907891,1,1,2304.0,1,0.6931471805599453,11.60230253317117,330.6800417321856,1,11957267223.504099,1.0,1,0,0,0,0,0,0,1,0,1
1965,0,1,1,3.1354942159291497,0,0,529.0,1,2.302585092994046,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
7398,1,1,1,4.0943445622221,1,1,3600.0,1,0.6931471805599453,11.701323439554283,347.46422837466304,1,14576068531.3321,1.0,1,0,0,0,0,0,0,1,0,1
7927,0,0,1,3.4339872044851463,0,0,961.0,1,1.9459101490553132,11.28931830620669,282.7771560787752,1,6394068574.9264,1.0,1,0,0,1,0,0,0,0,0,0
5224,1,0,1,3.784189633918261,1,0,1936.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,1
7099,0,1,1,3.6635616461296463,1,0,1521.0,1,2.0794415416798357,10.861041717482202,228.26810990587362,0,2715069626.0689,1.0,0,1,0,0,0,1,0,0,0,0
382,1,1,1,4.060443010546419,1,1,3364.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,1,0
3897,1,0,1,3.367295829986474,0,0,841.0,1,0.0,11.839183860308163,372.2597748884507,1,19203679161.475597,1.0,0,1,0,1,0,0,0,0,0,0
6038,0,0,1,3.4965075614664802,0,0,1089.0,1,2.1972245773362196,11.791831238124011,363.549556456888,1,17468454238.1584,1.0,0,0,1,0,1,0,0,0,0,0
9656,1,0,1,3.6375861597263857,0,0,1444.0,1,2.302585092994046,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,1
7966,1,1,1,3.7612001156935624,1,0,1849.0,1,1.9459101490553132,11.471938977755125,309.81318564580175,1,9212968569.3241,1.0,0,1,0,0,0,0,1,0,0,1
8239,1,0,1,3.6109179126442243,0,0,1369.0,1,0.6931471805599453,11.549924673947773,322.1323020126979,1,10768051019.4084,1.0,0,1,0,0,0,1,0,0,0,0
8453,0,1,1,3.6109179126442243,0,0,1369.0,1,1.6094379124341003,11.860388933235068,376.2276704337415,1,20035626813.507603,1.0,0,1,0,0,0,1,0,0,0,0
5612,0,0,1,3.295836866004329,0,0,729.0,1,2.302585092994046,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,0
7721,0,0,1,3.6635616461296463,1,0,1521.0,1,0.0,11.605807244049375,331.2600187164156,1,12041375182.24,1.0,0,1,0,0,0,1,0,0,0,1
8177,0,1,1,2.8903717578961645,0,0,324.0,1,2.302585092994046,11.930073659269315,389.56737543074627,1,23031929252.3076,1.0,1,0,0,1,0,0,0,0,0,0
4356,1,1,1,3.6109179126442243,0,0,1369.0,1,1.9459101490553132,11.720489320647733,350.8099628003743,1,15145641553.8169,1.0,0,1,0,0,0,1,0,0,0,1
8565,1,0,1,3.1780538303479458,0,0,576.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,1
6363,1,1,1,3.332204510175204,0,0,784.0,1,0.0,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,0
9569,1,1,1,4.174387269895637,1,1,4225.0,1,0.0,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1,0,1
1279,1,1,1,3.6635616461296463,1,0,1521.0,1,1.0986122886681098,11.98767661936319,400.9506328714297,1,25844230945.188103,1.0,0,1,0,0,0,1,0,0,0,0
3659,0,1,1,3.6375861597263857,0,0,1444.0,1,1.6094379124341003,11.825638458633223,369.7470892380358,1,18690419760.668102,1.0,1,0,0,0,0,1,0,0,0,0
7752,1,0,1,3.871201010907891,1,1,2304.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,1,1
3213,1,0,1,3.295836866004329,0,0,729.0,1,0.0,11.491632367474983,312.87889030741593,1,9583078606.24,1.0,1,0,0,1,0,0,0,0,0,0
7973,0,0,1,3.258096538021482,0,0,676.0,1,1.9459101490553132,11.338653979233344,289.83940380838493,1,7057155887.334401,1.0,1,0,0,1,0,0,0,0,0,0
1816,1,1,1,3.8501476017100584,1,1,2209.0,1,1.3862943611198906,11.729586288739656,352.4092507298865,1,15423722411.5984,1.0,0,1,0,0,0,0,0,1,0,0
1689,1,1,1,3.6635616461296463,1,0,1521.0,1,1.0986122886681098,11.966364785402021,396.70081925803987,1,24765801601.971603,1.0,1,0,0,0,0,1,0,0,0,0
1133,0,1,1,3.4965075614664802,0,0,1089.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0,0,0
5411,0,0,1,3.6635616461296463,1,0,1521.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
6407,1,0,1,3.6375861597263857,0,0,1444.0,1,2.0794415416798357,11.583229210219947,327.54144775890575,1,11509727915.56,1.0,1,0,0,0,0,1,0,0,0,0
2649,0,0,1,3.1780538303479458,0,0,576.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
2256,1,0,1,4.07753744390572,1,1,3481.0,1,1.0986122886681098,12.156635942399463,436.29471690590066,1,36234295065.4864,1.0,0,1,0,0,0,0,0,1,0,0
3425,0,1,1,3.295836866004329,0,0,729.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
779,0,0,1,3.5553480614894135,0,0,1225.0,1,0.0,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0,0,1
780,1,0,1,3.4011973816621555,0,0,900.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,0
483,0,0,1,3.6635616461296463,1,0,1521.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
9122,0,0,1,3.5263605246161616,0,0,1156.0,1,0.0,11.631351760357369,335.51809191159873,1,12672542990.3121,1.0,1,0,0,0,1,0,0,0,0,0
1246,0,0,1,3.6635616461296463,1,0,1521.0,1,1.9459101490553132,11.786522101795347,362.585769163656,1,17283950716.0336,1.0,0,0,1,0,0,1,0,0,1,0
8542,1,1,1,3.4657359027997265,0,0,1024.0,1,1.9459101490553132,11.764083792179107,358.54059742238394,1,16525452157.8496,1.0,1,0,0,0,1,0,0,0,0,0
3123,0,1,1,4.356708826689592,1,1,6084.0,1,0.6931471805599453,11.929499638280136,389.4555815494239,1,23005502802.922497,1.0,0,0,1,0,0,0,0,1,0,0
8030,0,0,1,3.4965075614664802,0,0,1089.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0,0,0
6985,1,1,1,3.4965075614664802,0,0,1089.0,1,1.0986122886681098,11.35308342000618,291.9380756256367,1,7263784711.065599,1.0,1,0,0,0,1,0,0,0,0,0
740,1,0,1,3.295836866004329,0,0,729.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,0
8829,0,0,1,4.02535169073515,1,1,3136.0,1,2.0794415416798357,11.691040269108179,345.68229633581177,1,14279353764.0625,1.0,1,0,0,0,0,0,0,1,0,0
3723,0,1,1,3.4011973816621555,0,0,900.0,1,1.0986122886681098,11.358665862544452,292.754077682959,1,7345338454.5025,1.0,1,0,0,1,0,0,0,0,0,0
9076,1,0,1,3.4339872044851463,0,0,961.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,0
4861,0,0,1,3.8918202981106265,1,1,2401.0,1,2.0794415416798357,11.70797986397819,348.62258962953047,1,14771414952.044102,1.0,0,1,0,0,0,0,0,1,0,1
8665,0,0,1,3.4965075614664802,0,0,1089.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
1701,0,0,1,3.044522437723423,0,0,441.0,1,1.791759469228055,11.366772121033474,293.9430557097752,1,7465395462.350401,1.0,0,1,0,1,0,0,0,0,0,0
1126,1,0,1,3.4657359027997265,0,0,1024.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
9616,1,0,1,3.6888794541139363,1,0,1600.0,1,1.0986122886681098,11.237081181924605,275.4870414375239,0,5759764145.4721,1.0,1,0,0,0,0,1,0,0,0,0
764,1,1,1,3.332204510175204,0,0,784.0,1,0.0,11.174146850703664,266.95321687516713,0,5078560546.560401,1.0,1,0,0,1,0,0,0,0,0,0
2883,0,0,1,3.6109179126442243,0,0,1369.0,1,1.791759469228055,11.549955800227139,322.13731544172276,1,10768721379.002499,1.0,1,0,0,0,0,1,0,0,0,0
1039,1,1,1,3.7612001156935624,1,0,1849.0,1,2.302585092994046,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
8981,1,1,1,3.6888794541139363,1,0,1600.0,1,2.1972245773362196,11.58663065601853,328.0989789682376,1,11588294283.1236,1.0,0,1,0,0,0,1,0,0,0,0
6630,1,1,1,3.5553480614894135,0,0,1225.0,1,1.0986122886681098,11.946045103798344,392.6908071243838,1,23779512024.844902,1.0,0,1,0,0,1,0,0,0,0,0
8992,1,0,1,3.5263605246161616,0,0,1156.0,1,2.1972245773362196,11.439271066859323,304.79381555405615,1,8630274366.5329,1.0,1,0,0,0,1,0,0,0,0,0
4692,0,1,1,3.367295829986474,0,0,841.0,1,1.3862943611198906,11.712011132211295,349.32599387964245,1,14890991420.822498,1.0,0,1,0,1,0,0,0,0,1,0
4168,1,1,1,3.6375861597263857,0,0,1444.0,1,1.6094379124341003,11.749144202262556,355.87235071019495,1,16038988952.716902,1.0,1,0,0,0,0,1,0,0,0,0
9535,1,0,1,3.4339872044851463,0,0,961.0,1,2.302585092994046,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
5076,0,0,1,3.58351893845611,0,0,1296.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
6086,0,1,1,4.143134726391533,1,1,3969.0,1,2.1972245773362196,11.618904259454304,333.43639573387907,1,12360954598.828901,1.0,0,0,1,0,0,0,0,1,0,0
1976,1,1,1,3.5553480614894135,0,0,1225.0,1,2.0794415416798357,11.783723602595993,362.0787759590446,1,17187482689.081604,1.0,0,1,0,0,1,0,0,0,0,0
3138,1,0,1,3.713572066704308,1,0,1681.0,1,1.3862943611198906,11.795624115777484,364.23966011405184,1,17601469530.4809,1.0,0,1,0,0,0,0,1,0,0,1
2089,1,1,1,3.7376696182833684,1,0,1764.0,1,0.0,11.512409832054423,316.146247803133,1,9989692657.4025,1.0,0,1,0,0,0,0,1,0,0,0
8294,1,0,1,3.784189633918261,1,0,1936.0,1,1.3862943611198906,11.710946635356883,349.1401151400394,1,14859322317.392403,1.0,0,1,0,0,0,0,1,0,0,0
2439,0,1,1,3.9889840465642745,1,1,2916.0,1,2.302585092994046,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1,0,0
9151,1,1,1,4.1588830833596715,1,1,4096.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,0,0
3125,1,1,1,3.4011973816621555,0,0,900.0,1,2.1972245773362196,11.866927931019001,377.4597594446327,1,20299373532.256897,1.0,1,0,0,1,0,0,0,0,0,0
485,1,1,1,4.330733340286331,1,1,5776.0,1,2.1972245773362196,11.80714797704002,366.34444174847255,1,18011854368.0625,1.0,0,0,1,0,0,0,0,1,0,0
3156,0,1,1,3.4657359027997265,0,0,1024.0,1,1.0986122886681098,11.595305684686412,329.5252038919026,1,11791106164.6596,1.0,0,1,0,0,1,0,0,0,0,0
5506,0,1,1,3.6375861597263857,0,0,1444.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
7594,0,1,1,3.5263605246161616,0,0,1156.0,1,0.0,11.543777217399088,321.1436750116683,1,10636469318.227598,1.0,1,0,0,0,1,0,0,0,0,0
6819,0,1,1,3.5263605246161616,0,0,1156.0,1,1.791759469228055,11.648707934518857,338.44241755430124,1,13120160702.2929,1.0,1,0,0,0,1,0,0,0,0,0
4982,0,0,1,3.6375861597263857,0,0,1444.0,1,0.0,12.106860578254139,425.57035846026685,1,32800879188.6169,1.0,0,0,1,0,0,1,0,0,0,0
6893,1,0,1,3.713572066704308,1,0,1681.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
5299,0,1,1,3.5263605246161616,0,0,1156.0,1,1.0986122886681098,11.462050293683346,308.285143981996,1,9032550278.472898,1.0,0,1,0,0,1,0,0,0,1,0
2096,1,0,1,3.7612001156935624,1,0,1849.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
5034,0,0,1,3.5553480614894135,0,0,1225.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0,0,0
6036,0,1,1,3.6635616461296463,1,0,1521.0,1,1.6094379124341003,12.045248631792006,412.6601264963699,1,28998132363.024403,1.0,0,0,1,0,0,1,0,0,0,0
429,0,1,1,3.871201010907891,1,1,2304.0,1,0.6931471805599453,11.477735083109618,310.7123428510686,1,9320388657.465601,1.0,1,0,0,0,0,0,0,1,0,0
6072,0,1,1,3.7376696182833684,1,0,1764.0,1,1.791759469228055,11.805372815428376,366.0194257139913,1,17948019846.8484,1.0,1,0,0,0,0,0,1,0,0,0
9687,0,0,1,4.30406509320417,1,1,5476.0,1,1.6094379124341003,11.598109089303831,329.9874240027944,1,11857402328.89,1.0,0,1,0,0,0,0,0,1,0,0
1015,0,0,1,3.58351893845611,0,0,1296.0,1,1.0986122886681098,11.263312545444792,279.124040526788,1,6070003938.6529,1.0,0,0,1,0,0,1,0,0,0,0
9253,0,1,1,3.5553480614894135,0,0,1225.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0,0,1
4957,0,1,1,2.9444389791664403,0,0,361.0,1,1.0986122886681098,11.920710346987772,387.7478175309308,1,22604632361.6569,1.0,0,1,0,1,0,0,0,0,0,0
3668,1,0,1,3.1354942159291497,0,0,529.0,1,2.302585092994046,11.614954477328487,332.77854498149367,1,12263693111.233599,1.0,0,1,0,1,0,0,0,0,0,0
2972,1,0,1,4.060443010546419,1,1,3364.0,1,1.0986122886681098,11.57550873209389,326.2794967508685,1,11333371768.056099,1.0,0,1,0,0,0,0,0,1,0,1
7652,0,1,1,4.04305126783455,1,1,3249.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1,0,0
7063,0,0,1,3.58351893845611,0,0,1296.0,1,0.6931471805599453,11.158839737544083,264.9178740666624,0,4925440134.990399,1.0,1,0,0,0,0,1,0,0,0,0
4124,1,1,1,3.784189633918261,1,0,1936.0,1,2.1972245773362196,10.0648965412775,153.30789281703667,0,552405580.9561001,1.0,1,0,0,0,0,0,1,0,1,1
7843,1,1,1,3.6109179126442243,0,0,1369.0,1,1.6094379124341003,11.868419702148984,377.7414062556553,1,20360028008.6449,1.0,0,1,0,0,0,1,0,0,0,0
8810,0,1,1,3.6375861597263857,0,0,1444.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
8553,1,1,1,4.060443010546419,1,1,3364.0,1,1.0986122886681098,11.598077314109107,329.982181337114,1,11856648810.297602,1.0,0,1,0,0,0,0,0,1,0,1
5925,0,0,1,3.6375861597263857,0,0,1444.0,1,1.9459101490553132,11.905276153772705,384.76704640600394,1,21917523366.6624,1.0,1,0,0,0,0,1,0,0,0,1
6698,0,0,1,3.58351893845611,0,0,1296.0,1,1.3862943611198906,11.264047352175387,279.226610479732,1,6078931056.25,1.0,0,0,1,0,0,1,0,0,0,1
280,0,1,1,3.58351893845611,0,0,1296.0,1,1.6094379124341003,11.655731725225477,339.63308142759,1,13305767841.3969,1.0,1,0,0,0,0,1,0,0,0,0
6571,0,1,1,3.5553480614894135,0,0,1225.0,1,1.791759469228055,11.498683934074016,313.9839804830813,1,9719187565.683601,1.0,0,1,0,0,1,0,0,0,0,0
2357,1,1,1,3.4657359027997265,0,0,1024.0,1,2.1972245773362196,11.738640427371365,354.0082484914723,1,15705563580.9856,1.0,1,0,0,0,1,0,0,0,0,0
1360,1,1,1,3.970291913552122,1,1,2809.0,1,2.0794415416798357,11.726788969540676,351.91669468781953,1,15337673193.5296,1.0,1,0,0,0,0,0,0,1,0,1
6526,1,1,1,4.2626798770413155,1,1,5041.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,0,0
420,0,0,1,3.4339872044851463,0,0,961.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
4189,1,0,1,3.4965075614664802,0,0,1089.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
306,0,0,1,3.871201010907891,1,1,2304.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1,0,0
8261,0,0,1,3.6109179126442243,0,0,1369.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
482,0,0,1,3.58351893845611,0,0,1296.0,1,1.9459101490553132,12.039502698199069,411.476269060562,1,28666797153.7984,1.0,0,0,1,0,0,1,0,0,1,0
6205,1,0,1,3.8501476017100584,1,1,2209.0,1,2.0794415416798357,11.036416079107921,249.1881016421129,0,3855753009.9841,1.0,1,0,0,0,0,0,0,1,0,1
6175,1,0,1,3.9318256327243257,1,1,2601.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,1,1
3505,0,0,1,3.4339872044851463,0,0,961.0,1,1.6094379124341003,11.888187071729698,381.4933944382261,1,21181079494.5841,1.0,0,1,0,1,0,0,0,0,0,0
8426,0,1,1,3.9318256327243257,1,1,2601.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1,0,0
1339,1,0,1,3.6635616461296463,1,0,1521.0,1,1.9459101490553132,11.390501979059666,297.4514414152334,1,7828243232.5696,1.0,0,1,0,0,0,1,0,0,0,0
2158,1,1,1,3.5553480614894135,0,0,1225.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
7977,1,0,1,3.6888794541139363,1,0,1600.0,1,1.0986122886681098,11.918137140967188,387.2492608127225,1,22488598444.760098,1.0,0,1,0,0,0,1,0,0,0,0
9155,0,1,1,3.6375861597263857,0,0,1444.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,0,0,1,0,0,1,0,0,0,0
6253,0,0,1,3.6635616461296463,1,0,1521.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,0,0,1,0,0,1,0,0,0,0
8524,0,0,1,3.5263605246161616,0,0,1156.0,1,1.3862943611198906,11.39431713885534,298.01939534198107,1,7888203698.1136,1.0,0,1,0,0,1,0,0,0,1,1
7418,1,1,1,3.784189633918261,1,0,1936.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
5240,1,0,1,3.367295829986474,0,0,841.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
6792,0,0,1,3.8501476017100584,1,1,2209.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1,1,1
4519,1,1,1,3.8501476017100584,1,1,2209.0,1,2.302585092994046,11.424335096574993,302.5260980477552,1,8376283805.761599,1.0,0,1,0,0,0,0,0,1,1,0
478,0,0,1,3.6109179126442243,0,0,1369.0,1,0.6931471805599453,12.13537101136806,431.6804026128589,1,34725565923.1209,1.0,1,0,0,0,0,1,0,0,0,0
1387,1,0,1,3.9512437185814275,1,1,2704.0,1,1.9459101490553132,11.736836241891588,353.6890442182229,1,15648994204.4836,1.0,1,0,0,0,0,0,0,1,0,1
7526,1,1,1,4.204692619390966,1,1,4489.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,0,0
8877,0,0,1,3.8501476017100584,1,1,2209.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,0,0
7503,1,1,1,3.332204510175204,0,0,784.0,1,0.6931471805599453,11.70490118665233,348.0863542283725,1,14680741552.0921,1.0,1,0,0,1,0,0,0,0,0,0
2195,0,0,1,3.5263605246161616,0,0,1156.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
823,1,1,1,3.4657359027997265,0,0,1024.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0,0,1
747,0,0,1,3.7376696182833684,1,0,1764.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
6067,0,0,1,3.4339872044851463,0,0,961.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
4139,0,0,1,3.5553480614894135,0,0,1225.0,1,0.6931471805599453,11.758714109747192,357.5792639401787,1,16348928868.184898,1.0,0,1,0,0,1,0,0,0,0,0
7922,1,0,1,3.7612001156935624,1,0,1849.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,1,0
8971,1,0,1,2.995732273553991,0,0,400.0,1,1.791759469228055,12.029845837962034,409.49427346423295,1,28118447032.5136,1.0,1,0,0,1,0,0,0,0,0,0
2541,1,1,1,3.784189633918261,1,0,1936.0,1,2.1972245773362196,11.7448700136395,355.11263002039226,1,15902465980.8004,1.0,0,1,0,0,0,0,1,0,0,0
3043,0,0,1,3.6375861597263857,0,0,1444.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
9090,0,0,1,3.258096538021482,0,0,676.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
8468,1,1,1,3.4339872044851463,0,0,961.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
9052,0,0,1,3.332204510175204,0,0,784.0,1,2.0794415416798357,11.69407566933204,346.2073367217974,1,14366304534.630402,1.0,0,1,0,1,0,0,0,0,1,0
6422,1,0,1,3.7376696182833684,1,0,1764.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0,0,1
9000,0,1,1,3.6375861597263857,0,0,1444.0,1,0.6931471805599453,11.907872451062326,385.2668555689679,1,22031628173.302498,1.0,0,1,0,0,0,1,0,0,0,0
5330,1,1,1,3.1780538303479458,0,0,576.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,1
4753,0,0,1,3.4657359027997265,0,0,1024.0,1,0.6931471805599453,11.670529119270691,342.1552425434981,1,13705434069.444101,1.0,0,1,0,0,1,0,0,0,1,0
7689,0,1,1,4.110873864173311,1,1,3721.0,1,1.9459101490553132,11.9574390278063,394.93433631427894,1,24327617281.996902,1.0,1,0,0,0,0,0,0,1,0,0
4046,0,0,1,3.4657359027997265,0,0,1024.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
5913,0,1,1,3.713572066704308,1,0,1681.0,1,2.302585092994046,11.807966965277872,366.49448836237633,1,18041381537.6041,1.0,0,1,0,0,0,0,1,0,0,0
8323,0,0,1,3.6375861597263857,0,0,1444.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
1629,0,1,1,3.4657359027997265,0,0,1024.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
5519,0,0,1,3.5263605246161616,0,0,1156.0,1,2.1972245773362196,11.807536178853665,366.415556438315,1,18025844267.329597,1.0,0,1,0,0,1,0,0,0,1,0
5785,0,0,1,3.912023005428146,1,1,2500.0,1,0.0,11.553388098928211,322.6906258322358,1,10842898622.977602,1.0,1,0,0,0,0,0,0,1,0,1
5204,0,0,1,3.5553480614894135,0,0,1225.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
3692,1,1,1,3.6375861597263857,0,0,1444.0,1,1.9459101490553132,11.887248589599869,381.3144240649703,1,21141360652.4761,1.0,0,1,0,0,0,1,0,0,0,0
3622,0,1,1,3.9318256327243257,1,1,2601.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1,0,0
1722,1,0,1,4.143134726391533,1,1,3969.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,0,1
2410,0,1,1,3.4011973816621555,0,0,900.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
7817,0,1,1,3.9889840465642745,1,1,2916.0,1,2.1972245773362196,11.673721245699538,342.70177997786936,1,13793212929.140099,1.0,1,0,0,0,0,0,0,1,0,0
