rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months,uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
72,284,55,2,6,2,0,2,0,-6,-13,4,0,11,0,31,1,140,3,42,0,95,2,6,40,37,22,0,152,7,73,11,6,0,0,56,1,97,1,80,1,128,6,15,142,97,0,0,0,38,2,1,N,BA,N,6007,16803,2747,2634,16536,5934,73,459,165,286,148,76,266,130,68,C,DALLAS AREA,Y,N,130,5,4,WCMB,0,0,O,6,M,S,6,M,3,3,C,O,0,S,U,Y,U,U,U,Y,65,1002579
55,332,47,0,57,20,20,0,0,50,3,11,0,1,0,11,0,124,0,18,0,103,0,0,0,0,14,0,229,0,28,19,15,3,5,98,0,231,0,19,0,25,0,11,124,103,0,0,0,40,1,1,N,B,N,3664,10811,2309,2097,10311,3496,55,271,92,316,107,54,279,96,58,U,CALIFORNIA NORTH AREA,N,N,130,4,3,WCMB,0,0,O,7,M,S,2,M,5,2,I,B,1,U,U,U,U,U,U,Y,66,1002580
52,400,50,0,0,0,0,0,1,136,-1,2,0,5,0,26,0,130,0,45,0,97,0,0,0,0,24,0,149,0,86,32,28,9,19,49,0,83,0,91,0,151,0,8,130,97,0,2,1,40,1,1,Y,A,N,2811,9175,1884,1808,9150,2790,48,241,73,355,171,52,382,147,51,S,CENTRAL/SOUTH TEXAS AREA,Y,N,150,2,2,WCMB,1,1,O,15,S,M,4,M,6,1,I,A,0,S,U,U,U,U,U,Y,548,1002581
95,841,82,2,38,9,9,0,0,-152,17,10,0,9,0,74,0,349,0,188,0,261,0,0,4,4,90,1,292,0,278,12,5,2,3,375,0,494,0,69,0,75,0,19,349,261,0,7,1,40,3,2,Y,BA,N,12568,25557,2691,2630,25426,12480,69,669,328,891,461,89,856,412,84,C,NORTH FLORIDA AREA,Y,R,100,4,4,WCMB,1,0,O,6,S,M,2,M,4,1,C,B,0,N,U,U,Y,U,U,Y,16,1002583
45,296,35,0,15,7,7,0,0,92,24,4,0,0,0,13,0,87,0,30,0,72,0,1,3,2,14,0,152,0,51,2,1,2,2,66,0,162,0,34,0,40,0,4,87,72,0,0,0,40,2,2,N,B,N,2651,6049,1599,1569,6011,2624,41,158,69,266,111,37,327,134,60,U,NEW YORK CITY AREA,Y,N,150,5,4,WCMB,1,1,O,8,S,U,2,M,7,1,C,A,0,S,Y,Y,U,U,U,Y,58,1002594
52,510,50,0,0,0,0,0,2,-34,-3,6,0,6,0,30,0,208,0,32,0,167,0,0,0,0,19,0,254,0,54,36,39,4,11,101,0,172,0,87,0,136,0,12,209,167,0,0,1,42,1,1,U,C,N,34566,62666,4642,4444,60970,33629,117,1604,885,522,231,53,489,217,64,U,HOUSTON AREA,Y,N,150,10,8,WCMB,1,1,O,1,M,A,4,M,6,2,C,B,0,U,U,U,U,U,U,Y,90,1002601
160,796,41,6,288,115,115,0,0,-205,-102,9,0,6,0,44,0,250,0,106,0,196,0,1,1,1,47,0,306,0,193,55,52,18,26,232,0,389,0,65,0,110,0,15,250,196,0,3,0,40,2,2,N,B,N,8811,19807,4447,4385,19639,8690,115,517,229,865,361,195,762,319,171,S,SOUTH FLORIDA AREA,Y,N,150,3,3,WCMB,0,0,O,2,S,A,2,M,6,2,I,A,0,H,U,U,U,U,U,Y,438,1002602
20,3,20,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,1,42,1,1,Y,A,N,110,157,1188,1000,156,109,26,4,3,4,1,20,3,1,20,U,NEW YORK CITY AREA,Y,N,150,2,2,WCMB,0,0,O,15,S,M,3,M,6,3,C,A,0,U,Y,U,U,U,U,Y,633,1002610
81,787,48,0,81,32,32,0,0,-568,-31,13,0,1,0,39,0,148,1,335,0,103,1,0,0,0,221,0,152,0,512,14,17,18,41,172,0,272,0,159,1,392,0,14,149,104,0,1,1,40,1,1,N,B,N,12482,24571,2063,1992,24340,12328,52,640,324,977,431,91,789,347,66,U,NEW YORK CITY AREA,Y,N,200,3,3,WCMB,0,0,O,5,M,U,2,M,4,1,I,B,0,O,U,U,U,U,U,Y,74,1002613
104,732,66,2,140,56,56,0,2,-168,-27,7,0,0,0,39,0,205,1,133,0,161,1,6,66,63,69,0,353,0,267,47,53,18,31,211,1,407,0,56,0,214,0,7,206,162,0,3,0,40,3,3,Y,BA,N,9360,24207,3622,3544,24046,9293,93,633,245,788,275,113,850,304,95,S,CALIFORNIA NORTH AREA,Y,R,100,4,4,WCMB,0,0,O,13,S,M,3,M,5,1,I,A,0,H,U,U,U,U,U,Y,306,1002615
97,1088,50,3,152,30,30,0,0,-337,-37,10,0,8,0,41,0,279,0,183,0,224,0,0,0,0,94,0,290,0,287,47,48,29,50,173,0,241,0,231,0,336,0,18,279,224,0,8,1,40,1,1,Y,A,N,20669,35613,3296,3223,35353,20488,85,930,539,1201,688,109,1306,711,116,U,MIDWEST AREA,Y,R,100,4,3,WCMB,1,0,O,8,S,M,4,M,8,3,I,A,0,I,U,U,U,U,Y,Y,105,1002619
36,30,30,0,0,0,0,0,0,-10,0,0,0,1,0,4,1,18,1,5,0,13,0,0,0,0,3,0,8,0,5,3,2,1,2,16,0,12,0,2,0,1,0,1,18,13,0,0,0,44,2,2,N,A,N,942,1593,1602,1542,1538,907,37,37,22,33,27,36,31,20,36,S,DALLAS AREA,Y,N,150,2,2,WCMB,1,1,O,5,S,U,2,M,9,2,I,A,0,N,Y,Y,U,U,U,Y,74,1002620
57,510,45,3,42,17,17,0,0,95,-9,4,0,7,0,16,0,119,0,34,0,92,0,0,0,0,10,0,294,0,124,19,16,1,4,58,0,191,0,67,0,227,0,11,119,92,0,0,0,40,1,1,N,A,N,5836,13643,1969,1901,13406,5745,50,353,151,478,115,60,417,109,62,S,SOUTH FLORIDA AREA,N,N,30,2,2,WC,0,0,O,3,S,M,3,M,6,2,I,A,0,J,U,U,U,Y,U,Y,691,1002624
12,69,16,0,0,0,0,0,0,-69,-12,0,0,0,0,2,0,3,0,1,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,3,2,0,0,0,38,1,1,N,EA,Y,198,1055,210,210,1055,198,19,96,18,92,13,17,176,33,35,C,PHILADELPHIA AREA,Y,N,60,2,2,WCMB,1,0,O,0,M,U,2,M,3,1,C,B,0,Z,U,U,U,U,Y,Y,193,1002625
34,414,30,0,0,0,0,0,0,56,-1,3,0,0,0,13,0,58,0,45,0,43,0,0,0,0,29,0,99,0,130,14,15,8,19,44,0,100,0,35,0,129,0,3,58,43,0,0,0,44,2,2,Y,A,N,9958,22668,2277,1978,22558,9872,47,537,235,395,134,35,391,143,34,U,NEW YORK CITY AREA,Y,R,100,13,5,WCMB,1,0,O,10,S,S,2,M,6,1,C,A,1,N,U,U,U,Y,U,Y,231,1002628
31,254,30,0,2,1,1,0,0,6,-1,2,0,2,0,66,0,174,0,24,0,105,0,6,6,3,17,0,104,0,17,7,3,0,0,68,0,65,0,58,0,56,0,4,175,105,0,0,0,44,1,1,Y,A,N,4598,9213,1417,1382,9115,4535,34,222,111,252,143,31,283,150,31,U,PHILADELPHIA AREA,Y,N,150,2,2,WCMB,0,0,O,13,S,M,5,M,3,2,C,A,0,I,U,U,U,U,U,Y,234,1002630
84,211,80,0,33,8,8,0,0,-211,-40,1,0,2,0,8,0,47,0,15,0,37,0,0,0,0,7,0,78,0,33,4,3,4,13,28,0,46,0,24,0,64,0,2,47,37,0,0,1,38,5,5,N,A,N,5954,13531,2501,2449,13455,5932,68,374,165,282,116,98,352,158,94,T,CENTRAL/SOUTH TEXAS AREA,Y,N,150,2,2,WCMB,1,0,O,6,S,M,2,M,8,1,C,A,0,I,U,U,U,U,U,Y,397,1002633
35,182,35,0,0,0,0,0,0,20,0,1,0,1,0,13,0,80,0,12,0,64,0,0,0,0,6,0,96,0,17,5,2,1,0,23,0,23,0,53,0,90,0,3,80,64,0,0,0,42,1,1,Y,A,N,4501,9721,1605,1547,9640,4459,40,247,114,175,81,35,227,107,35,S,DALLAS AREA,Y,N,30,1,1,WC,0,0,O,8,S,M,2,M,5,1,I,A,0,S,U,Y,Y,Y,U,Y,1248,1002658
50,264,35,0,56,15,15,0,0,-264,-15,2,0,4,0,17,0,111,0,44,0,88,0,0,1,0,23,0,116,0,76,28,24,12,15,87,0,132,0,45,0,59,0,6,111,88,0,1,1,40,3,2,Y,U,N,7488,12396,2148,2081,12240,7378,55,322,194,353,212,54,452,272,70,T,DALLAS AREA,Y,R,10,4,2,WC,1,1,O,5,S,M,2,M,4,1,C,A,1,H,U,U,U,U,U,Y,519,1002662
40,99,32,0,0,0,0,0,0,-32,-3,2,0,1,0,13,0,43,0,14,0,27,0,0,0,0,8,0,37,0,20,9,7,3,2,28,0,49,0,10,0,8,0,2,43,27,0,0,1,44,1,1,U,A,N,6868,16387,3255,3076,15346,6350,75,374,155,110,57,41,399,192,99,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,60,2,2,WCMB,0,0,O,4,M,S,6,M,9,2,C,B,0,U,U,U,U,U,U,Y,774,1002666
50,316,50,2,0,0,0,0,0,94,4,4,0,1,0,8,0,77,0,33,0,65,0,0,0,0,17,0,127,0,49,22,16,4,6,64,0,94,0,32,0,82,0,5,77,65,0,1,1,41,2,1,N,A,N,8779,17464,2190,2114,17279,8658,53,432,216,284,123,48,353,153,50,S,DALLAS AREA,Y,N,200,5,2,WCMB,1,1,O,13,S,S,2,M,9,1,C,A,0,S,U,U,U,U,Y,Y,96,1002670
163,1398,75,24,242,60,60,0,1,12,8,21,0,2,0,160,0,668,0,45,0,485,0,0,0,0,32,2,873,0,74,27,35,2,27,430,0,795,0,81,0,151,0,23,668,485,0,0,0,41,1,1,N,A,N,18561,44624,7686,7545,44345,18426,189,1109,461,1393,561,161,1369,544,155,U,DC/MARYLAND/VIRGINIA AREA,Y,N,200,2,2,WCMB,0,0,O,7,M,S,1,M,6,2,C,O,1,U,U,U,U,U,U,Y,379,1002674
117,810,110,0,7,1,1,0,4,113,-6,11,0,0,0,23,0,196,2,112,0,166,2,0,0,0,59,0,457,3,206,26,29,1,5,190,0,472,0,54,2,190,3,11,198,168,0,0,1,37,1,1,Y,A,N,6785,17436,4448,4331,17421,6782,124,498,194,772,258,119,664,226,120,S,CALIFORNIA NORTH AREA,Y,N,80,3,2,WCMB,1,1,O,2,S,M,4,M,9,1,C,A,0,U,U,U,U,U,Y,Y,493,1002678
60,1038,35,0,97,24,24,0,0,316,32,3,0,12,0,129,0,401,1,286,0,258,0,10,14,9,165,0,272,0,413,58,39,12,28,261,0,319,0,282,0,366,0,15,401,258,0,8,1,37,1,1,Y,C,N,11495,23273,2327,2242,22592,11172,90,904,447,933,592,49,1082,620,89,T,TENNESSEE AREA,Y,N,80,6,4,WCMB,0,0,O,1,S,B,1,M,6,1,C,A,0,N,U,U,U,U,U,N,655,1002679
18,5,18,0,0,0,0,0,0,-3,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,2,2,0,0,1,37,1,1,N,A,N,2285,6000,1757,1668,5817,2222,46,162,62,6,2,17,4,1,19,T,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,30,1,1,WC,1,0,O,2,M,M,1,M,9,1,C,B,0,N,U,U,U,U,U,Y,1139,1002680
28,40,17,1,26,10,10,0,0,-40,-11,0,0,0,0,2,0,17,0,1,0,14,0,0,0,0,1,0,37,0,0,1,0,0,0,11,0,31,0,3,0,6,0,0,17,14,0,0,1,37,1,1,N,A,N,712,2216,1359,1292,2173,693,36,60,19,53,17,32,45,14,28,S,GREAT LAKES AREA,Y,N,30,1,1,WC,0,0,O,4,S,U,3,M,9,1,I,A,0,F,U,U,U,U,U,Y,1138,1002684
33,188,30,0,6,2,2,0,0,104,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,1,U,A,N,8305,19411,3620,3301,19265,8236,82,482,206,154,45,32,126,40,31,S,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,80,4,4,WC,1,1,O,2,S,M,2,M,7,1,C,A,0,N,U,U,U,U,U,Y,386,1002686
54,585,50,0,0,0,0,0,0,-79,1,8,0,0,0,54,0,212,0,161,0,156,0,0,0,0,104,0,202,0,189,56,54,35,50,161,0,186,0,120,0,205,0,8,212,156,0,0,1,39,1,1,N,BA,N,9566,20475,1942,1876,20253,9433,49,533,248,611,286,54,608,275,54,U,GREAT LAKES AREA,Y,N,200,6,5,WCMB,1,1,O,5,S,S,3,M,1,1,C,A,0,N,U,U,U,U,U,Y,236,1002687
59,322,60,0,0,0,0,0,0,135,-9,1,0,1,0,11,0,51,0,5,0,37,0,0,0,0,1,0,286,0,12,1,1,0,0,14,0,92,0,28,0,205,0,3,51,37,0,0,0,39,1,1,N,A,N,2481,13619,2339,2272,13555,2449,84,502,91,277,41,62,353,50,56,S,DALLAS AREA,Y,N,200,2,2,WCMB,1,0,O,10,S,M,3,M,5,1,I,A,0,N,U,Y,U,U,Y,Y,108,1002689
37,140,30,2,13,4,4,0,1,-32,-3,4,0,1,0,11,0,69,0,2,0,54,0,0,0,0,1,0,92,0,1,2,1,0,0,45,0,80,0,10,0,13,0,4,69,54,0,0,0,41,1,1,Y,A,N,1394,2788,1436,1374,2649,1313,35,68,34,150,61,38,105,44,36,U,NEW ENGLAND AREA,Y,N,200,3,3,WCMB,0,0,O,7,M,U,3,M,5,1,I,A,0,H,Y,U,U,U,U,Y,244,1002690
230,1172,71,9,429,150,150,0,0,-542,-151,11,0,7,0,31,0,219,0,79,0,172,0,0,1,0,29,0,436,0,299,38,28,15,32,169,0,480,0,74,0,254,0,18,219,172,0,1,0,39,1,1,U,B,N,10157,29533,4847,4789,29440,10097,126,775,266,1353,347,280,1114,312,203,S,MIDWEST AREA,Y,N,60,3,2,WCMB,0,0,O,7,S,U,6,M,9,3,C,A,0,S,U,U,Y,U,U,Y,550,1002697
72,109,68,0,16,6,6,0,0,-30,16,1,0,0,0,6,0,32,0,11,0,25,0,1,1,0,6,0,42,0,15,10,6,5,8,15,0,34,0,17,0,22,0,1,32,25,0,1,0,43,2,2,Y,BA,N,5025,13151,2113,2066,13023,4976,50,318,121,119,31,66,109,32,76,S,GREAT LAKES AREA,Y,N,200,8,7,WCMB,0,0,O,6,M,S,1,M,4,1,C,B,0,S,U,U,U,U,U,Y,319,1002698
76,577,70,0,53,16,16,0,0,550,47,9,0,0,0,8,0,52,0,84,0,41,0,0,0,0,31,0,188,0,374,7,7,10,62,75,0,370,0,35,0,191,0,9,52,41,0,0,1,41,2,2,N,B,N,4692,22802,3720,3656,22417,4485,111,679,136,394,75,60,272,57,60,S,PHILADELPHIA AREA,N,N,30,3,2,WC,0,0,O,15,S,M,3,M,4,1,I,B,0,G,U,U,Y,Y,U,Y,714,1002703
86,906,30,0,198,55,55,0,0,220,59,4,0,6,0,36,0,170,0,57,0,125,0,7,11,8,22,0,421,0,344,16,17,1,1,92,0,233,0,89,0,532,0,10,170,125,0,3,1,41,2,2,U,A,N,11887,25742,2536,2408,25026,11536,60,626,288,833,203,66,681,170,58,S,SOUTH FLORIDA AREA,Y,R,10,3,3,WC,0,0,O,6,M,U,2,M,7,1,C,J,0,N,U,U,U,U,U,Y,584,1002705
135,1259,100,0,86,22,22,0,0,138,9,6,0,19,0,97,0,602,0,225,0,482,0,3,11,9,143,2,464,0,310,40,44,4,5,421,0,457,0,284,0,317,0,26,603,482,0,4,0,37,1,1,Y,B,N,11158,18478,3067,2929,18166,11006,117,727,440,1213,785,132,1128,706,118,S,HOUSTON AREA,Y,N,150,7,3,WCMB,1,0,O,9,S,M,2,M,4,1,C,A,0,R,U,U,U,U,Y,Y,101,1002706
30,220,30,0,0,0,0,0,0,-55,0,2,0,2,0,23,0,173,0,9,0,147,0,0,0,0,3,0,94,0,15,87,19,1,2,102,0,72,0,53,0,37,0,4,173,147,0,0,0,39,1,1,Y,A,N,3440,6096,1210,1150,5973,3351,32,166,93,238,165,30,243,158,31,S,SOUTH FLORIDA AREA,Y,N,80,2,2,WCMB,0,0,O,4,S,U,3,M,4,2,B,A,0,H,U,U,U,U,U,Y,434,1002707
13,37,10,0,0,0,0,0,0,-18,0,4,0,0,0,2,0,23,0,2,0,17,0,0,0,0,1,0,24,0,1,0,0,0,0,19,0,26,0,0,0,0,0,4,23,17,0,0,1,43,1,1,Y,JF,N,16043,40453,5861,5646,39412,15650,141,985,391,43,20,13,615,238,64,S,SOUTH FLORIDA AREA,Y,N,80,3,3,WCMB,0,0,O,3,M,M,1,M,6,1,C,E,0,N,U,U,U,U,U,Y,745,1002712
33,124,38,0,6,2,2,0,0,-24,7,0,0,2,0,19,0,68,0,1,0,47,0,0,0,0,1,0,84,0,1,1,1,0,0,34,0,51,0,14,0,34,0,2,68,47,0,0,0,41,1,1,N,A,N,8035,21073,3293,3186,21037,8026,80,526,201,132,49,30,66,25,38,S,TENNESSEE AREA,Y,R,80,6,4,WCMB,1,0,O,15,S,M,3,M,7,1,C,A,0,S,U,U,Y,Y,U,Y,119,1002726
38,254,33,0,2,1,1,0,2,203,3,0,0,3,0,14,0,75,0,5,0,58,0,8,63,59,2,0,193,0,9,18,3,0,0,39,0,137,0,23,0,66,0,3,75,58,0,0,1,39,1,1,Y,B,N,1424,2679,1766,1697,2658,1413,45,70,37,186,55,37,180,57,36,S,MIDWEST AREA,Y,N,30,1,1,WC,0,0,O,2,S,M,2,M,3,2,I,A,0,S,U,U,U,U,U,Y,1195,1002727
47,376,50,0,28,7,7,0,0,-92,-7,4,0,0,0,11,0,75,0,28,0,59,0,0,0,0,23,0,287,0,42,12,12,1,2,65,0,224,0,20,0,105,0,5,75,59,0,0,1,37,1,1,Y,A,N,3815,12583,1675,1617,12402,3699,45,344,103,407,77,50,383,77,46,C,CALIFORNIA NORTH AREA,N,N,30,3,2,WC,0,0,O,7,M,B,1,M,6,2,C,J,0,H,U,U,U,U,U,Y,391,1002731
30,11,30,0,0,0,0,0,0,-5,0,0,0,0,0,1,0,7,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,6,0,13,0,0,0,1,0,0,7,6,0,0,0,43,1,1,Y,A,N,244,583,1320,1261,572,235,31,14,6,12,5,30,8,3,30,C,SOUTHWEST AREA,Y,N,30,1,1,WC,1,1,O,15,S,M,4,M,6,2,B,A,1,N,U,U,U,U,U,Y,1301,1002733
66,401,35,0,95,27,27,0,0,188,23,2,0,12,0,26,0,209,0,18,0,169,0,0,0,0,8,0,191,0,31,6,7,2,5,128,0,154,0,59,0,68,0,14,209,169,0,0,0,37,1,1,N,A,N,4034,8172,1465,1404,8117,3997,42,246,121,338,190,58,316,180,55,S,SOUTH FLORIDA AREA,N,R,10,3,3,WC,1,0,O,4,S,M,6,M,3,2,B,A,0,H,U,Y,U,U,Y,Y,483,1002734
41,189,30,0,32,11,11,0,0,12,-4,0,0,2,0,20,0,110,0,11,0,89,0,1,1,0,7,0,98,0,13,19,10,3,3,29,0,65,0,70,0,46,0,2,110,89,0,1,0,37,1,1,N,A,N,1980,6085,1466,1427,6058,1958,41,173,56,185,84,43,164,75,40,S,CENTRAL/SOUTH TEXAS AREA,Y,N,60,2,2,WCMB,0,0,O,8,S,M,2,M,7,1,C,A,0,S,U,U,U,U,Y,Y,268,1002735
66,476,50,4,24,7,7,0,0,113,-1,10,0,0,0,20,0,134,0,7,0,103,0,0,0,0,4,0,237,0,15,4,4,0,0,97,0,224,0,12,0,28,0,10,134,103,0,0,1,41,2,2,N,A,N,5820,16832,2660,2460,16465,5650,63,422,145,438,134,66,422,134,63,S,NEW YORK CITY AREA,Y,N,130,3,2,WCMB,1,1,O,15,S,M,5,M,9,1,C,A,1,G,U,U,U,U,U,Y,535,1002744
30,127,30,0,0,0,0,0,3,-35,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,2,2,U,A,N,1846,6091,1414,1394,6081,1844,37,160,48,138,57,31,114,40,30,C,SOUTH FLORIDA AREA,Y,N,150,4,4,WCMB,0,0,O,6,M,M,2,M,5,2,C,A,0,N,U,U,U,U,U,N,300,1002747
222,1498,79,6,549,137,137,0,0,-547,-124,21,0,11,0,45,0,352,0,79,0,284,0,0,0,0,23,3,894,0,322,31,52,2,9,301,0,1091,0,53,0,125,0,32,352,284,0,12,0,41,1,0,N,A,N,8212,27875,4699,4605,27614,8095,121,727,213,1680,468,263,1248,360,176,S,DALLAS AREA,Y,N,200,3,3,WCMB,1,1,O,4,S,M,2,M,6,2,C,A,0,N,U,U,Y,U,U,Y,362,1002765
57,504,60,0,0,0,0,0,5,61,-5,6,0,9,0,17,0,92,0,97,0,64,0,2,6,4,46,0,148,0,215,10,10,8,18,137,0,258,0,21,0,105,0,15,92,64,0,3,0,37,1,1,N,B,N,7162,13726,1640,1609,13697,7150,45,380,199,484,162,58,471,168,55,R,TENNESSEE AREA,Y,N,60,4,3,WCMB,0,0,O,7,S,U,2,M,4,1,C,A,0,N,U,U,U,U,U,Y,466,1002767
44,244,40,0,16,6,6,0,0,-105,-5,2,0,5,0,23,0,73,0,32,0,44,0,0,1,1,20,0,76,0,40,7,5,1,1,41,0,54,0,34,0,61,0,7,73,44,0,0,1,41,2,1,U,A,N,5103,14259,1621,1559,14096,4997,42,381,135,279,116,46,340,140,57,S,DALLAS AREA,T,N,100,7,5,WCMB,1,0,O,15,S,M,3,M,6,1,I,A,0,H,U,U,U,Y,Y,Y,48,1002768
61,682,50,0,0,0,0,0,0,130,-4,1,0,0,0,0,0,62,0,21,0,62,0,0,0,0,1,0,291,0,255,0,0,0,0,46,0,247,0,36,0,298,0,1,62,62,0,0,1,37,3,1,Y,A,N,2028,8017,1455,1421,8007,2024,40,222,56,639,90,62,626,79,63,U,NEW YORK CITY AREA,Y,N,30,1,1,WC,0,0,O,1,S,M,2,M,7,1,C,A,0,H,U,U,U,U,U,Y,1125,1002771
30,248,30,0,0,0,0,0,0,10,0,9,0,2,0,16,0,87,0,34,0,62,0,0,0,0,17,0,117,0,56,13,12,1,1,63,0,126,0,19,0,47,0,11,87,62,0,0,1,43,1,1,N,A,N,3195,8375,1300,1252,8313,3179,32,213,82,244,106,31,264,104,33,U,NEW YORK CITY AREA,N,N,80,2,2,WC,0,0,O,15,M,S,4,M,5,1,C,B,1,I,U,U,U,U,U,Y,908,1002774
30,82,30,0,0,0,0,0,0,6,0,8,0,2,0,8,0,46,0,30,0,32,0,0,0,0,20,0,32,0,22,0,0,0,0,40,0,40,0,9,0,13,0,10,46,32,0,1,1,43,1,1,N,A,N,2655,5240,1730,1710,5232,2651,41,125,63,80,46,30,82,46,31,T,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,150,2,2,WCMB,1,1,O,8,S,M,2,M,9,1,C,A,0,N,U,U,U,U,Y,Y,504,1002802
50,94,50,0,0,0,0,0,0,-49,0,2,0,0,0,2,0,19,0,13,0,15,0,0,0,0,8,0,48,0,28,4,5,0,0,20,0,67,0,5,0,10,0,2,19,15,0,0,1,41,2,1,N,A,N,1718,4437,1775,1742,4437,1718,44,111,43,110,36,50,114,44,50,T,NEW ENGLAND AREA,Y,N,150,2,2,WCMB,1,0,O,14,S,M,2,M,5,1,I,A,0,F,U,U,U,U,U,Y,711,1002804
50,471,60,0,0,0,0,0,0,120,0,2,0,9,0,10,0,93,0,13,0,72,0,0,0,0,6,0,470,0,38,18,16,4,9,34,0,105,0,50,0,403,0,11,93,72,0,0,1,39,1,1,N,E,N,4381,13206,1733,1671,13040,4282,45,352,116,431,73,50,270,61,52,S,SOUTH FLORIDA AREA,Y,N,150,3,3,WCMB,1,0,O,10,S,M,5,M,6,3,C,A,0,S,U,U,U,Y,Y,Y,329,1002809
32,147,40,2,0,0,0,0,0,-4,1,1,0,3,0,9,0,80,0,8,0,66,0,2,20,19,4,0,110,0,12,9,7,1,2,56,0,95,0,18,0,27,0,5,80,66,0,0,1,41,1,1,Y,C,N,4637,10940,1566,1534,10909,4616,38,273,115,148,73,32,151,69,32,S,CENTRAL/SOUTH TEXAS AREA,Y,R,80,2,2,WCMB,1,0,O,4,S,M,2,M,3,2,C,A,0,H,Y,Y,Y,U,U,Y,30,1002810
44,256,40,1,37,13,13,0,0,226,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1,1,Y,DA,N,877,1919,362,356,1908,870,36,191,87,180,83,31,179,85,31,U,CALIFORNIA NORTH AREA,Y,N,150,2,2,WCMB,0,0,O,7,S,A,5,M,4,2,C,A,0,H,U,U,Y,U,U,Y,336,1002818
10,36,10,0,0,0,0,0,0,-11,0,1,0,0,0,9,0,35,0,9,0,25,0,0,0,0,7,0,14,0,6,8,3,4,4,26,0,17,0,6,0,4,0,1,35,25,0,0,0,41,3,3,Y,A,N,3583,9685,1519,1452,9538,3503,37,245,90,40,29,10,41,30,16,U,NEW YORK CITY AREA,N,N,130,3,3,WCMB,1,1,O,8,S,A,4,M,7,1,C,A,0,U,U,U,U,U,U,Y,170,1002820
44,1252,41,0,0,0,0,0,0,-168,-13,2,0,7,0,68,0,300,0,316,0,225,0,0,0,0,138,1,331,0,542,51,41,21,40,457,0,750,0,76,0,123,0,9,300,225,0,8,1,43,2,1,Y,B,N,29116,47197,2982,2863,47029,29014,70,1147,708,1308,780,49,1230,730,48,C,HOUSTON AREA,Y,R,30,4,3,WCMB,1,0,O,5,S,U,3,M,3,1,C,A,0,N,U,U,U,U,U,Y,342,1002824
33,197,45,0,0,0,0,0,0,83,0,2,0,1,0,17,0,80,0,1,0,60,0,0,0,0,1,0,146,0,1,10,5,1,1,43,0,114,0,18,0,33,0,3,80,60,0,0,0,41,1,1,Y,A,N,2212,5384,1291,1242,5290,2183,32,136,56,170,56,33,159,50,33,C,DALLAS AREA,N,N,60,2,2,WC,1,1,O,9,S,M,3,M,6,2,C,A,0,N,U,U,U,U,U,Y,346,1002826
